cz90,czname,speccode,specdesc,incper,log_incper,n_incper,agi,log_agi,n_agi
"11600","Detroit-Flint, MI","26","Psychiatry",226100,12.09,450,287100,12.37,450
"12200","Grand Rapids-Muskegon-Holland, MI","26","Psychiatry",220600,12.04,100,281800,12.24,100
"12501","Dayton-Springfield, OH (1)","26","Psychiatry",271400,12.25,90,353900,12.48,90
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","26","Psychiatry",255700,12.23,200,326200,12.5,200
"13101","Louisville, KY-IN (1)","26","Psychiatry",270700,12.27,150,335500,12.49,150
"13501","Toledo, OH (1)","26","Psychiatry",332800,12.39,60,405000,12.66,60
"14200","Indianapolis, IN","26","Psychiatry",249100,12.21,200,305900,12.34,200
"15000","Canton-Massillon, OH","26","Psychiatry",344800,12.54,20,377000,12.65,20
"15200","Akron, OH","26","Psychiatry",241500,12.14,300,316700,12.46,300
"15900","Columbus, OH","26","Psychiatry",251600,12.19,200,343300,12.52,200
"16300","Pittsburgh, PA","26","Psychiatry",255500,12.29,250,340900,12.58,250
"16400","Youngstown-Warren, OH-Sharon, PA","26","Psychiatry",276700,12.35,40,331700,12.58,40
"16500","Erie, PA-Jamestown, NY","26","Psychiatry",261300,12.19,50,311000,12.31,50
"17700","Syracuse-Utica-Rome, NY","26","Psychiatry",241400,12.22,90,295200,12.34,90
"18000","Buffalo-Niagara Falls-Rochester, NY","26","Psychiatry",249200,12.26,200,309300,12.48,200
"18600","Glens Falls, NY","26","Psychiatry",205600,12.09,100,262200,12.31,100
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","26","Psychiatry",275100,12.27,50,,,
"19000","Allentown-Bethlehem-Easton, PA","26","Psychiatry",320100,12.47,50,378700,12.68,50
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","26","Psychiatry",250200,12.33,60,312200,12.54,60
"19200","York, PA","26","Psychiatry",273300,12.38,90,332800,12.57,90
"19300","Dutchess County, NY","26","Psychiatry",245700,12.2,100,,,
"19400","New York-Nassau-Suffolk, NY","26","Psychiatry",268600,12.23,2300,356600,12.49,2300
"19500","Monmouth-Ocean, NJ","26","Psychiatry",294400,12.26,100,385200,12.53,100
"19600","Newark-Trenton, NJ","26","Psychiatry",284000,12.28,700,382000,12.51,700
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","26","Psychiatry",238800,12.14,900,,,
"19800","Wilmington-Newark, DE-MD","26","Psychiatry",249800,12.18,60,310500,12.38,60
"19901","Dover, DE (1)","26","Psychiatry",204900,12.1,30,235300,12.23,30
"20100","Portland-Lewiston-Auburn, ME","26","Psychiatry",173500,11.7,100,211400,11.98,100
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","26","Psychiatry",235800,12.15,250,,,
"20500","Barnstable-Yarmouth, MA","26","Psychiatry",257300,12.11,1300,,,
"20600","Manchester, NH","26","Psychiatry",223300,12.05,100,293100,12.44,100
"20800","Springfield, MA","26","Psychiatry",220000,12.04,60,303100,12.45,60
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","26","Psychiatry",285100,12.18,600,,,
"21501","Minneapolis-St. Paul, MN-WI (1)","26","Psychiatry",276500,12.38,350,335700,12.53,350
"24000","Kenosha-Racine-Janesville-Beloit, WI","26","Psychiatry",253100,12.24,20,259700,12.19,20
"24100","Milwaukee-Waukesha, WI","26","Psychiatry",255000,12.19,150,325900,12.51,150
"24300","Chicago, IL","26","Psychiatry",251700,12.14,950,326700,12.39,950
"24701","St. Louis, MO-IL (1)","26","Psychiatry",252600,12.12,250,329800,12.43,250
"27501","Des Moines, IA (1)","26","Psychiatry",263000,12.3,40,345100,12.59,40
"28202","Omaha, NE-IA (2)","26","Psychiatry",238500,12.07,100,298100,12.32,100
"28401","Colorado Springs, CO (1)","26","Psychiatry",241100,12.25,60,318100,12.46,60
"28800","Fort Collins-Loveland, CO","26","Psychiatry",208800,12.01,40,226900,12.08,40
"28900","Denver-Boulder-Longmont, CO","26","Psychiatry",200700,12.02,350,263100,12.28,350
"29301","Wichita, KS (1)","26","Psychiatry",192600,11.9,50,229600,12.06,50
"29502","Kansas City, MO-KS (2)","26","Psychiatry",237600,12.13,200,299400,12.4,200
"30402","Tulsa, OK (2)","26","Psychiatry",529100,12.26,90,612200,12.49,90
"30601","El Paso, TX-Las Cruces, NM (1)","26","Psychiatry",229800,12.2,50,286400,12.44,50
"31201","Austin-San Marcos, TX (1)","26","Psychiatry",260600,12.23,250,330700,12.49,250
"31301","San Antonio, TX (1)","26","Psychiatry",245600,12.26,200,308600,12.49,200
"31600","Brownsville-Harlingen-San Benito, TX","26","Psychiatry",372200,12.42,30,,,
"32000","Houston-Galveston-Texas City, TX","26","Psychiatry",283700,12.21,500,378300,12.53,500
"33000","Fort Worth-Arlington, TX","26","Psychiatry",278900,12.25,100,379200,12.52,100
"33100","Dallas, TX","26","Psychiatry",267400,12.24,400,336400,12.44,400
"33803","Oklahoma City, OK (3)","26","Psychiatry",248500,11.9,100,319400,12.28,100
"34701","Honolulu, HI (1)","26","Psychiatry",215700,12.1,150,271100,12.33,150
"34901","Albuquerque, NM (1)","26","Psychiatry",208200,12.09,100,250800,12.29,100
"35001","Phoenix-Mesa, AZ (1)","26","Psychiatry",278000,12.32,350,342400,12.49,350
"35100","Tucson, AZ","26","Psychiatry",204400,12.04,150,250700,12.24,150
"35801","Boise City, ID (1)","26","Psychiatry",268100,12.24,50,,,
"36000","Provo-Orem, UT","26","Psychiatry",240000,12.34,20,273000,12.45,20
"36100","Salt Lake City-Ogden, UT","26","Psychiatry",274000,12.38,150,310100,12.51,150
"37000","Modesto-Merced, CA","26","Psychiatry",323100,12.57,20,452600,12.84,20
"37100","Bakersfield, CA","26","Psychiatry",284800,12.38,30,329800,12.53,30
"37200","Fresno-Visalia-Tulare-Parterville, CA","26","Psychiatry",341700,12.57,90,411300,12.76,90
"37400","Sacramento, CA","26","Psychiatry",284900,12.32,350,366200,12.56,350
"37500","San Jose, CA","26","Psychiatry",272600,12.23,300,415700,12.59,300
"37700","Santa Rosa, CA","26","Psychiatry",245500,12.16,60,,,
"37800","San Francisco-Oakland, CA","26","Psychiatry",659400,12.27,1100,762900,12.61,1100
"37901","Las Vegas, NV-AZ (1)","26","Psychiatry",271900,12.14,100,334200,12.42,100
"38000","San Diego, CA","26","Psychiatry",266200,12.22,500,,,
"38200","Santa Barbara-Santa Maria-Lompoc, CA","26","Psychiatry",255200,12.25,90,,,
"38300","Los Angeles-Long Beach, CA","26","Psychiatry",308200,12.36,1700,373100,12.55,1700
"38601","Spokane, WA (1)","26","Psychiatry",306900,12.32,70,360200,12.52,70
"38801","Portland-Vancouver, OR-WA (1)","26","Psychiatry",230300,12.13,350,293400,12.34,350
"38901","Salem-Eugene-Springfield, OR (1)","26","Psychiatry",200600,11.98,90,233700,12.13,90
"39400","Seattle-Tacoma-Olympia, WA","26","Psychiatry",228500,12.12,550,,,
"06700","Tampa-St. Petersburg-Clearwater, FL","28","Colorectal Surgery (Proctology)",364300,12.62,20,,,
"07000","Fort Lauderdale-Miami, FL","28","Colorectal Surgery (Proctology)",464000,12.88,20,536100,13.06,20
"09100","Atlanta, GA","28","Colorectal Surgery (Proctology)",418300,12.78,20,487400,12.83,20
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","28","Colorectal Surgery (Proctology)",325800,12.42,30,396100,12.65,30
"11600","Detroit-Flint, MI","28","Colorectal Surgery (Proctology)",379000,12.68,30,445100,12.86,30
"14200","Indianapolis, IN","28","Colorectal Surgery (Proctology)",794800,13.44,20,827300,13.51,20
"15200","Akron, OH","28","Colorectal Surgery (Proctology)",420700,12.76,30,553900,12.96,30
"15900","Columbus, OH","28","Colorectal Surgery (Proctology)",370800,12.7,20,530700,13.04,20
"18000","Buffalo-Niagara Falls-Rochester, NY","28","Colorectal Surgery (Proctology)",493500,12.98,20,578400,13.13,20
"19400","New York-Nassau-Suffolk, NY","28","Colorectal Surgery (Proctology)",431600,12.6,70,475600,12.64,70
"19600","Newark-Trenton, NJ","28","Colorectal Surgery (Proctology)",474200,12.83,40,,,
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","28","Colorectal Surgery (Proctology)",388600,12.73,40,502600,13,40
"20500","Barnstable-Yarmouth, MA","28","Colorectal Surgery (Proctology)",420600,12.8,30,540700,12.96,30
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","28","Colorectal Surgery (Proctology)",425600,12.83,30,512400,13.01,30
"21501","Minneapolis-St. Paul, MN-WI (1)","28","Colorectal Surgery (Proctology)",380200,12.58,30,493900,12.96,30
"24300","Chicago, IL","28","Colorectal Surgery (Proctology)",349600,12.53,30,424200,12.72,30
"28900","Denver-Boulder-Longmont, CO","28","Colorectal Surgery (Proctology)",414200,12.77,20,506500,12.97,20
"32000","Houston-Galveston-Texas City, TX","28","Colorectal Surgery (Proctology)",424500,12.57,30,,,
"33100","Dallas, TX","28","Colorectal Surgery (Proctology)",494500,12.85,40,648500,13.17,40
"35001","Phoenix-Mesa, AZ (1)","28","Colorectal Surgery (Proctology)",390800,12.76,20,478400,12.94,20
"37800","San Francisco-Oakland, CA","28","Colorectal Surgery (Proctology)",584600,13.23,20,709500,13.42,20
"38300","Los Angeles-Long Beach, CA","28","Colorectal Surgery (Proctology)",584800,13.07,60,654600,13.2,60
"38801","Portland-Vancouver, OR-WA (1)","28","Colorectal Surgery (Proctology)",373900,12.58,20,497400,13.01,20
"00302","Knoxville, TN-Middlesborough, KY (2)","29","Pulmonary Disease",408100,12.68,50,468700,12.88,50
"00500","Danville, VA","29","Pulmonary Disease",453700,12.95,20,546400,13.15,20
"00900","Charlotte, NC","29","Pulmonary Disease",376100,12.65,70,449600,12.85,70
"01302","Florence-Myrtle Beach, SC (2)","29","Pulmonary Disease",459700,12.92,20,442900,12.86,20
"01701","Raleigh-Durham-Chapel Hill, NC (1)","29","Pulmonary Disease",332900,12.59,100,399200,12.78,100
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","29","Pulmonary Disease",349000,12.68,60,417500,12.83,60
"02400","Richmond-Petersburg, VA","29","Pulmonary Disease",375500,12.71,60,445100,12.82,60
"03300","New Orleans, LA","29","Pulmonary Disease",350100,12.57,60,418700,12.61,60
"03500","Baton Rouge, LA","29","Pulmonary Disease",447100,12.97,20,530200,13.12,20
"04200","Little Rock-North Little Rock, AR","29","Pulmonary Disease",533400,13.03,30,637700,13.24,30
"05202","Memphis, TN-AR-MS (2)","29","Pulmonary Disease",408500,12.79,40,,,
"05600","Nashville, TN","29","Pulmonary Disease",395600,12.74,80,488600,12.97,80
"06700","Tampa-St. Petersburg-Clearwater, FL","29","Pulmonary Disease",463100,12.85,100,529400,13.01,100
"06900","Punta Gorda-Sarasota-Bradenton, FL","29","Pulmonary Disease",418500,12.76,40,452900,12.85,40
"07000","Fort Lauderdale-Miami, FL","29","Pulmonary Disease",349300,12.54,100,427600,12.72,100
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","29","Pulmonary Disease",671300,12.68,60,815100,12.9,60
"07200","Fort Myers-Cape Coral-Naples, FL","29","Pulmonary Disease",470800,12.92,50,529000,13.03,50
"07300","Melbourne-Titusville-Palm Bay, FL","29","Pulmonary Disease",510200,12.91,30,586200,12.99,30
"07400","Orlando, FL","29","Pulmonary Disease",476900,12.89,70,541700,12.99,70
"07600","Jacksonville, FL","29","Pulmonary Disease",360800,12.65,60,404000,12.71,60
"08100","Columbia, SC","29","Pulmonary Disease",379000,12.76,20,526500,13.07,20
"08202","Charleston-North Charleston, SC (2)","29","Pulmonary Disease",350700,12.67,40,405500,12.74,40
"08300","Greenville, SC","29","Pulmonary Disease",530800,13.03,40,617500,13.22,40
"09100","Atlanta, GA","29","Pulmonary Disease",417700,12.79,150,463800,12.88,150
"10700","Birmingham, AL","29","Pulmonary Disease",334800,12.54,50,415900,12.81,50
"10900","Fort Walton Beach-Pensacola, FL","29","Pulmonary Disease",452500,12.82,20,505900,12.97,20
"11001","Mobile, AL (1)","29","Pulmonary Disease",327700,12.55,30,354500,12.64,30
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","29","Pulmonary Disease",279500,12.38,100,354400,12.51,100
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","29","Pulmonary Disease",299600,12.35,150,353300,12.43,150
"11600","Detroit-Flint, MI","29","Pulmonary Disease",432200,12.81,200,542100,12.96,200
"12200","Grand Rapids-Muskegon-Holland, MI","29","Pulmonary Disease",359500,12.63,40,446000,12.9,40
"12501","Dayton-Springfield, OH (1)","29","Pulmonary Disease",394300,12.66,30,459800,12.68,30
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","29","Pulmonary Disease",453300,12.88,70,582000,13.15,70
"13101","Louisville, KY-IN (1)","29","Pulmonary Disease",384000,12.64,60,453300,12.81,60
"13501","Toledo, OH (1)","29","Pulmonary Disease",489200,12.99,20,549100,13.08,20
"14200","Indianapolis, IN","29","Pulmonary Disease",398000,12.76,90,463600,12.93,90
"15200","Akron, OH","29","Pulmonary Disease",371300,12.69,150,416500,12.83,150
"15900","Columbus, OH","29","Pulmonary Disease",395700,12.57,90,,,
"16300","Pittsburgh, PA","29","Pulmonary Disease",452400,12.73,100,530100,12.92,100
"17700","Syracuse-Utica-Rome, NY","29","Pulmonary Disease",403900,12.8,30,535800,13.06,30
"18000","Buffalo-Niagara Falls-Rochester, NY","29","Pulmonary Disease",305400,12.53,60,373500,12.55,60
"18600","Glens Falls, NY","29","Pulmonary Disease",414000,12.85,40,470000,12.97,40
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","29","Pulmonary Disease",415800,12.6,20,500600,12.8,20
"19000","Allentown-Bethlehem-Easton, PA","29","Pulmonary Disease",355500,12.72,40,453200,12.95,40
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","29","Pulmonary Disease",549300,13.08,30,558800,13.07,30
"19200","York, PA","29","Pulmonary Disease",307800,12.4,40,385900,12.71,40
"19300","Dutchess County, NY","29","Pulmonary Disease",372700,12.66,30,475100,12.93,30
"19400","New York-Nassau-Suffolk, NY","29","Pulmonary Disease",402700,12.65,450,529500,12.86,450
"19500","Monmouth-Ocean, NJ","29","Pulmonary Disease",474100,12.87,50,560300,13.05,50
"19600","Newark-Trenton, NJ","29","Pulmonary Disease",367400,12.64,250,456500,12.87,250
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","29","Pulmonary Disease",368900,12.56,300,503700,12.85,300
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","29","Pulmonary Disease",363300,12.66,60,439800,12.87,60
"20500","Barnstable-Yarmouth, MA","29","Pulmonary Disease",338800,12.51,300,430900,12.73,300
"20600","Manchester, NH","29","Pulmonary Disease",335800,12.67,40,405200,12.86,40
"20800","Springfield, MA","29","Pulmonary Disease",236600,12.26,20,387600,12.79,20
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","29","Pulmonary Disease",401900,12.64,150,517600,12.92,150
"21501","Minneapolis-St. Paul, MN-WI (1)","29","Pulmonary Disease",378100,12.69,90,525000,13.03,90
"23100","Madison, WI","29","Pulmonary Disease",271500,12.38,40,337000,12.61,40
"24100","Milwaukee-Waukesha, WI","29","Pulmonary Disease",455700,12.84,70,507600,12.83,70
"24300","Chicago, IL","29","Pulmonary Disease",371400,12.62,250,488800,12.85,250
"24701","St. Louis, MO-IL (1)","29","Pulmonary Disease",377900,12.69,90,,,
"27501","Des Moines, IA (1)","29","Pulmonary Disease",283700,12.5,20,360700,12.73,20
"28202","Omaha, NE-IA (2)","29","Pulmonary Disease",477700,12.96,40,524100,13.04,40
"28800","Fort Collins-Loveland, CO","29","Pulmonary Disease",393500,12.85,20,417200,12.9,20
"28900","Denver-Boulder-Longmont, CO","29","Pulmonary Disease",333200,12.56,100,423000,12.82,100
"29301","Wichita, KS (1)","29","Pulmonary Disease",349800,12.55,20,380600,12.63,20
"29502","Kansas City, MO-KS (2)","29","Pulmonary Disease",366900,12.68,90,482800,12.97,90
"30402","Tulsa, OK (2)","29","Pulmonary Disease",439900,12.9,20,485100,12.99,20
"30601","El Paso, TX-Las Cruces, NM (1)","29","Pulmonary Disease",426100,12.79,20,541200,13,20
"31201","Austin-San Marcos, TX (1)","29","Pulmonary Disease",443600,12.85,40,569000,13.1,40
"31301","San Antonio, TX (1)","29","Pulmonary Disease",331800,12.55,80,,,
"31600","Brownsville-Harlingen-San Benito, TX","29","Pulmonary Disease",644000,13.29,20,684800,13.35,20
"32000","Houston-Galveston-Texas City, TX","29","Pulmonary Disease",453200,12.82,200,,,
"33000","Fort Worth-Arlington, TX","29","Pulmonary Disease",373100,12.67,60,446400,12.93,60
"33100","Dallas, TX","29","Pulmonary Disease",401500,12.63,100,498600,12.88,100
"33803","Oklahoma City, OK (3)","29","Pulmonary Disease",472900,12.94,50,528700,13.07,50
"34701","Honolulu, HI (1)","29","Pulmonary Disease",384100,12.68,20,478000,12.95,20
"34901","Albuquerque, NM (1)","29","Pulmonary Disease",337000,12.67,30,390500,12.82,30
"35001","Phoenix-Mesa, AZ (1)","29","Pulmonary Disease",552500,12.83,150,618900,12.97,150
"35100","Tucson, AZ","29","Pulmonary Disease",354700,12.58,30,456400,12.67,30
"36100","Salt Lake City-Ogden, UT","29","Pulmonary Disease",339900,12.6,60,405100,12.79,60
"37100","Bakersfield, CA","29","Pulmonary Disease",499000,12.72,20,646200,13.14,20
"37200","Fresno-Visalia-Tulare-Parterville, CA","29","Pulmonary Disease",322200,12.3,20,439900,12.76,20
"37400","Sacramento, CA","29","Pulmonary Disease",405100,12.73,60,489700,12.92,60
"37500","San Jose, CA","29","Pulmonary Disease",392800,12.75,50,661900,12.99,50
"37800","San Francisco-Oakland, CA","29","Pulmonary Disease",426100,12.69,100,534700,12.9,100
"37901","Las Vegas, NV-AZ (1)","29","Pulmonary Disease",336900,12.57,50,392000,12.72,50
"38000","San Diego, CA","29","Pulmonary Disease",474400,12.83,90,548100,13.01,90
"38300","Los Angeles-Long Beach, CA","29","Pulmonary Disease",465400,12.78,350,533700,12.92,350
"38601","Spokane, WA (1)","29","Pulmonary Disease",419100,12.86,20,478900,13.01,20
"38801","Portland-Vancouver, OR-WA (1)","29","Pulmonary Disease",337000,12.58,90,414800,12.8,90
"38901","Salem-Eugene-Springfield, OR (1)","29","Pulmonary Disease",438400,12.96,20,494600,13.08,20
"39400","Seattle-Tacoma-Olympia, WA","29","Pulmonary Disease",358000,12.65,150,462700,12.88,150
"00302","Knoxville, TN-Middlesborough, KY (2)","30","Diagnostic Radiology",443500,12.71,100,471200,12.78,100
"00500","Danville, VA","30","Diagnostic Radiology",407400,12.71,90,512200,13,90
"00900","Charlotte, NC","30","Diagnostic Radiology",614200,13.09,150,718000,13.24,150
"01302","Florence-Myrtle Beach, SC (2)","30","Diagnostic Radiology",548900,12.75,50,597200,12.95,50
"01701","Raleigh-Durham-Chapel Hill, NC (1)","30","Diagnostic Radiology",470400,12.82,300,550000,13.02,300
"01900","Greenville-Jacksonville, NC","30","Diagnostic Radiology",215500,11.93,50,489500,12.96,50
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","30","Diagnostic Radiology",371800,12.57,100,459700,12.82,100
"02400","Richmond-Petersburg, VA","30","Diagnostic Radiology",495300,12.85,150,586100,13.13,150
"03300","New Orleans, LA","30","Diagnostic Radiology",478300,12.87,150,545300,13.02,150
"03500","Baton Rouge, LA","30","Diagnostic Radiology",501100,12.93,60,,,
"04200","Little Rock-North Little Rock, AR","30","Diagnostic Radiology",431700,12.81,100,503700,12.98,100
"05202","Memphis, TN-AR-MS (2)","30","Diagnostic Radiology",430900,12.76,150,491200,12.91,150
"05600","Nashville, TN","30","Diagnostic Radiology",617000,12.94,250,689800,13.1,250
"06700","Tampa-St. Petersburg-Clearwater, FL","30","Diagnostic Radiology",512600,12.82,300,578000,12.95,300
"06800","Lakeland-Winter Haven, FL","30","Diagnostic Radiology",598200,12.88,30,622700,12.83,30
"06900","Punta Gorda-Sarasota-Bradenton, FL","30","Diagnostic Radiology",389600,12.61,100,464300,12.81,100
"07000","Fort Lauderdale-Miami, FL","30","Diagnostic Radiology",678300,12.8,450,772400,13.01,450
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","30","Diagnostic Radiology",491700,12.82,250,,,
"07200","Fort Myers-Cape Coral-Naples, FL","30","Diagnostic Radiology",599600,12.95,100,662900,13.04,100
"07300","Melbourne-Titusville-Palm Bay, FL","30","Diagnostic Radiology",420300,12.69,60,492900,12.89,60
"07400","Orlando, FL","30","Diagnostic Radiology",455300,12.79,250,520300,12.87,250
"07500","Daytona Beach, FL","30","Diagnostic Radiology",533800,12.78,40,568300,12.86,40
"07600","Jacksonville, FL","30","Diagnostic Radiology",438800,12.71,200,524900,12.92,200
"08100","Columbia, SC","30","Diagnostic Radiology",549800,12.93,60,607700,13.04,60
"08202","Charleston-North Charleston, SC (2)","30","Diagnostic Radiology",393600,12.63,100,441400,12.78,100
"08300","Greenville, SC","30","Diagnostic Radiology",554000,12.96,90,,,
"09100","Atlanta, GA","30","Diagnostic Radiology",478800,12.87,500,556500,12.99,500
"10700","Birmingham, AL","30","Diagnostic Radiology",473500,12.83,150,519800,13.01,150
"10900","Fort Walton Beach-Pensacola, FL","30","Diagnostic Radiology",469800,12.73,70,514800,12.82,70
"11001","Mobile, AL (1)","30","Diagnostic Radiology",497200,12.85,50,582900,13.09,50
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","30","Diagnostic Radiology",395400,12.68,350,494600,12.92,350
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","30","Diagnostic Radiology",388700,12.64,600,482400,12.85,600
"11600","Detroit-Flint, MI","30","Diagnostic Radiology",385300,12.54,650,463600,12.8,650
"12200","Grand Rapids-Muskegon-Holland, MI","30","Diagnostic Radiology",349200,12.51,150,406700,12.75,150
"12501","Dayton-Springfield, OH (1)","30","Diagnostic Radiology",431400,12.53,100,,,
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","30","Diagnostic Radiology",460600,12.73,250,533100,13,250
"13101","Louisville, KY-IN (1)","30","Diagnostic Radiology",446700,12.85,150,493900,12.99,150
"13501","Toledo, OH (1)","30","Diagnostic Radiology",448700,12.86,60,494300,12.98,60
"13600","Benton Harbor, MI-South Bend, IN","30","Diagnostic Radiology",484800,13.01,60,556800,13.14,60
"14200","Indianapolis, IN","30","Diagnostic Radiology",409600,12.72,250,481600,12.9,250
"14900","Gary, IN","30","Diagnostic Radiology",470600,12.62,30,569400,12.89,30
"15000","Canton-Massillon, OH","30","Diagnostic Radiology",444400,12.76,30,474400,12.9,30
"15200","Akron, OH","30","Diagnostic Radiology",401100,12.74,350,496500,12.95,350
"15900","Columbus, OH","30","Diagnostic Radiology",501400,12.94,250,575300,13.09,250
"16300","Pittsburgh, PA","30","Diagnostic Radiology",461900,12.67,300,541900,12.87,300
"16400","Youngstown-Warren, OH-Sharon, PA","30","Diagnostic Radiology",475000,12.82,30,544000,12.89,30
"16500","Erie, PA-Jamestown, NY","30","Diagnostic Radiology",444700,12.74,40,495100,12.9,40
"17700","Syracuse-Utica-Rome, NY","30","Diagnostic Radiology",405200,12.73,100,446500,12.85,100
"18000","Buffalo-Niagara Falls-Rochester, NY","30","Diagnostic Radiology",488600,12.85,250,549500,12.99,250
"18600","Glens Falls, NY","30","Diagnostic Radiology",449000,12.74,90,569300,13.04,90
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","30","Diagnostic Radiology",447700,12.93,70,501800,13.05,70
"19000","Allentown-Bethlehem-Easton, PA","30","Diagnostic Radiology",468100,12.82,80,,,
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","30","Diagnostic Radiology",520900,13,90,572400,13.1,90
"19200","York, PA","30","Diagnostic Radiology",447000,12.87,100,540200,13,100
"19300","Dutchess County, NY","30","Diagnostic Radiology",477200,12.91,50,519600,13.01,50
"19400","New York-Nassau-Suffolk, NY","30","Diagnostic Radiology",418100,12.67,1400,513900,12.85,1400
"19500","Monmouth-Ocean, NJ","30","Diagnostic Radiology",501300,12.45,100,584100,12.9,100
"19600","Newark-Trenton, NJ","30","Diagnostic Radiology",481400,12.84,650,,,
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","30","Diagnostic Radiology",468100,12.76,850,569700,13.02,850
"19800","Wilmington-Newark, DE-MD","30","Diagnostic Radiology",412800,12.67,50,525200,12.94,50
"20100","Portland-Lewiston-Auburn, ME","30","Diagnostic Radiology",460500,12.85,60,474200,12.85,60
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","30","Diagnostic Radiology",455000,12.75,150,525000,12.88,150
"20500","Barnstable-Yarmouth, MA","30","Diagnostic Radiology",430800,12.67,950,,,
"20600","Manchester, NH","30","Diagnostic Radiology",437300,12.83,100,503800,13.01,100
"20800","Springfield, MA","30","Diagnostic Radiology",477300,12.77,50,,,
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","30","Diagnostic Radiology",674000,12.94,400,787400,13.15,400
"21501","Minneapolis-St. Paul, MN-WI (1)","30","Diagnostic Radiology",506200,12.99,400,598700,13.15,400
"24000","Kenosha-Racine-Janesville-Beloit, WI","30","Diagnostic Radiology",456100,12.84,20,613100,13.2,20
"24100","Milwaukee-Waukesha, WI","30","Diagnostic Radiology",464900,12.83,250,562100,12.98,250
"24300","Chicago, IL","30","Diagnostic Radiology",454400,12.71,950,541600,12.85,950
"24701","St. Louis, MO-IL (1)","30","Diagnostic Radiology",369000,12.47,300,439000,12.65,300
"27501","Des Moines, IA (1)","30","Diagnostic Radiology",670000,13.23,60,,,
"28202","Omaha, NE-IA (2)","30","Diagnostic Radiology",503100,12.91,100,580100,13.12,100
"28401","Colorado Springs, CO (1)","30","Diagnostic Radiology",520600,12.86,90,590300,12.98,90
"28800","Fort Collins-Loveland, CO","30","Diagnostic Radiology",468900,12.79,50,520600,12.91,50
"28900","Denver-Boulder-Longmont, CO","30","Diagnostic Radiology",391400,12.7,400,469000,12.86,400
"29301","Wichita, KS (1)","30","Diagnostic Radiology",545200,12.84,50,643100,13.08,50
"29502","Kansas City, MO-KS (2)","30","Diagnostic Radiology",432600,12.67,250,515400,12.96,250
"30402","Tulsa, OK (2)","30","Diagnostic Radiology",459200,12.9,90,481700,12.97,90
"30601","El Paso, TX-Las Cruces, NM (1)","30","Diagnostic Radiology",380400,12.49,50,453300,12.73,50
"31201","Austin-San Marcos, TX (1)","30","Diagnostic Radiology",533400,12.97,200,608000,13.1,200
"31301","San Antonio, TX (1)","30","Diagnostic Radiology",473700,12.76,250,534700,12.82,250
"31600","Brownsville-Harlingen-San Benito, TX","30","Diagnostic Radiology",364100,12.44,30,446300,12.76,30
"32000","Houston-Galveston-Texas City, TX","30","Diagnostic Radiology",824800,13.04,700,927000,13.2,700
"33000","Fort Worth-Arlington, TX","30","Diagnostic Radiology",500100,12.91,200,583100,13.04,200
"33100","Dallas, TX","30","Diagnostic Radiology",489400,12.73,500,599700,12.96,500
"33803","Oklahoma City, OK (3)","30","Diagnostic Radiology",362200,12.5,150,412000,12.7,150
"34701","Honolulu, HI (1)","30","Diagnostic Radiology",386200,12.71,150,443600,12.81,150
"34901","Albuquerque, NM (1)","30","Diagnostic Radiology",367600,12.62,90,430300,12.77,90
"35001","Phoenix-Mesa, AZ (1)","30","Diagnostic Radiology",998700,13.08,450,1093000,13.19,450
"35100","Tucson, AZ","30","Diagnostic Radiology",431700,12.69,150,509700,12.83,150
